,cap,dim,rad,width,label,mean_cap,EVD90,PR,P,M,N,layer,seed,features,projection_matrix,model,manifold_type,norm_method,clean_accuracy,adv_accuracy,eps,eps_step,max_iter,random
11,1.2821500532948789,5.065689774068984,0.11568052814831548,0.26036317425445055,6.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.  0.  0.  ... 0.  0.  0. ]
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.  0.  0.  ... 0.  0.  0. ]
 ...
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]
 [0.  0.  0.  ... 0.  0.  0. ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
12,1.2309208935492832,5.291254857583923,0.15013331342924252,0.34534757409503675,9.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.         0.1        0.         ... 0.         0.1        0.1       ]
 [0.         0.1        0.         ... 0.         0.1        0.1       ]
 [0.         0.1        0.         ... 0.         0.1        0.1       ]
 ...
 [0.         0.         0.         ... 0.1        0.         0.        ]
 [0.         0.         0.         ... 0.1        0.         0.        ]
 [0.1        0.         0.03822788 ... 0.07064155 0.1        0.        ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
13,1.4292033817406538,5.083872679251932,0.10682014119651628,0.2408521239326811,0.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1 0.1 0.1 ... 0.1 0.  0.1]
 [0.  0.1 0.  ... 0.  0.  0.1]
 [0.  0.1 0.  ... 0.  0.  0.1]
 ...
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
14,1.0912783214306119,5.278939395811768,0.1703860354096717,0.39147797739477946,1.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.         0.         0.1        ... 0.         0.1        0.1       ]
 [0.         0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.1        0.1        0.1        ... 0.1        0.1        0.        ]
 ...
 [0.06383024 0.         0.08450159 ... 0.07470783 0.         0.        ]
 [0.         0.0821502  0.03698624 ... 0.         0.         0.05410377]
 [0.         0.06737014 0.         ... 0.00936267 0.1        0.09820641]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
15,1.3564738855812455,5.276343630086258,0.10781330102142456,0.24765031196328344,5.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.  0.1 0.1 ... 0.1 0.  0. ]
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]
 ...
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
16,1.2456317003663147,5.10555965111887,0.13714391747260476,0.3098833399063528,9.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.         0.         0.1        ... 0.1        0.         0.        ]
 [0.         0.         0.1        ... 0.1        0.         0.        ]
 [0.         0.         0.1        ... 0.1        0.         0.        ]
 ...
 [0.         0.0617683  0.08495374 ... 0.         0.         0.03850146]
 [0.         0.09310706 0.         ... 0.         0.         0.        ]
 [0.         0.         0.00581348 ... 0.00280595 0.         0.        ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
17,1.3813012676044971,5.184080424463353,0.12776008572306097,0.29089151917522693,7.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1 0.1 0.1 ... 0.1 0.  0.1]
 [0.1 0.  0.1 ... 0.  0.  0.1]
 [0.1 0.1 0.1 ... 0.1 0.  0.1]
 ...
 [0.  0.  0.1 ... 0.1 0.1 0.1]
 [0.1 0.  0.1 ... 0.1 0.1 0.1]
 [0.  0.1 0.1 ... 0.1 0.1 0.1]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
18,1.4284198743180787,5.032538903255174,0.0963778807464034,0.21620759344436646,3.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.  0.  0.  ... 0.  0.1 0.1]
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.  0.  0.  ... 0.  0.  0. ]
 ...
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]
 [0.  0.1 0.  ... 0.  0.  0.1]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
19,1.3367487227698056,5.109555433173187,0.12625249488286083,0.2853852523051796,4.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1        0.         0.         ... 0.1        0.1        0.1       ]
 [0.1        0.         0.         ... 0.1        0.         0.1       ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.07969139 ... 0.         0.03272625 0.1       ]
 [0.06034003 0.         0.         ... 0.09047408 0.         0.1       ]
 [0.05844671 0.         0.08842111 ... 0.         0.         0.        ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
20,1.3466510183494598,5.149054129123434,0.12856855626878383,0.29174169093268754,9.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1        0.1        0.1        ... 0.         0.1        0.1       ]
 [0.1        0.         0.1        ... 0.         0.1        0.1       ]
 [0.1        0.1        0.1        ... 0.         0.1        0.1       ]
 ...
 [0.1        0.         0.02529528 ... 0.03473535 0.1        0.00101412]
 [0.1        0.         0.         ... 0.         0.1        0.03297754]
 [0.03311572 0.         0.         ... 0.08258564 0.         0.        ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
21,1.3352802858140338,5.028860941982812,0.1295485850437979,0.29051428172654115,6.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1 0.1 0.1 ... 0.1 0.1 0.1]
 [0.  0.  0.1 ... 0.  0.1 0.1]
 [0.  0.  0.  ... 0.  0.1 0. ]
 ...
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.  0.  0.  ... 0.  0.1 0. ]
 [0.1 0.1 0.  ... 0.1 0.1 0.1]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
22,1.3594762138038174,4.878512877356421,0.12055180872958861,0.2662670695837023,6.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.  0.  0.  ... 0.  0.  0. ]
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.1 0.  0.1 ... 0.  0.  0. ]
 ...
 [0.  0.  0.1 ... 0.  0.  0.1]
 [0.  0.  0.1 ... 0.  0.  0.1]
 [0.  0.  0.  ... 0.1 0.  0. ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
23,1.280050534945198,5.09955774175619,0.12854910206043996,0.29029215818907445,5.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1        0.1        0.1        ... 0.         0.         0.1       ]
 [0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 ...
 [0.08739971 0.01621987 0.0274161  ... 0.09188739 0.         0.04295843]
 [0.03370508 0.01965438 0.09580684 ... 0.06095603 0.0684949  0.09325842]
 [0.04930384 0.         0.03471253 ... 0.06223882 0.09615021 0.        ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
24,1.0926456112759064,5.2540053066231565,0.18090208633348853,0.41465683562507005,4.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1        0.         0.1        ... 0.         0.1        0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.06077154 0.03676476]
 [0.         0.         0.03638884 ... 0.07215692 0.         0.        ]
 [0.         0.         0.07175831 ... 0.03233032 0.         0.        ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
25,1.4771920017458229,5.010453387318412,0.07199458026725195,0.16115297124532696,0.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.  0.  0.  ... 0.  0.  0. ]
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.1 0.1 0.1 ... 0.1 0.  0.1]
 ...
 [0.  0.  0.  ... 0.  0.1 0.1]
 [0.  0.  0.  ... 0.  0.1 0.1]
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
26,1.249258773131983,5.121334616233107,0.1404767541256354,0.31790403489624747,7.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.07375224 0.03346414 0.05995445]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
27,1.442905124881823,5.087679231537835,0.12108708697883563,0.27312263418308624,4.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1        0.         0.         ... 0.         0.         0.        ]
 [0.1        0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.1        0.1        0.        ]
 ...
 [0.         0.1        0.         ... 0.1        0.1        0.        ]
 [0.         0.1        0.         ... 0.1        0.1        0.        ]
 [0.         0.         0.08365998 ... 0.08706361 0.00892136 0.        ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
28,1.481634778313752,4.871087553597926,0.10810411392293004,0.2385916218179338,0.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.  0.  0.  ... 0.  0.  0. ]
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.1 0.1 0.  ... 0.1 0.1 0. ]
 ...
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]
 [0.  0.  0.1 ... 0.  0.  0. ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
29,1.0763543067205654,5.482044534795365,0.19861658117894185,0.4650362219815286,1.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.1        0.1        0.1        ... 0.1        0.1        0.        ]
 [0.         0.         0.1        ... 0.         0.1        0.        ]
 ...
 [0.1        0.         0.1        ... 0.0749173  0.1        0.1       ]
 [0.1        0.         0.1        ... 0.00401641 0.1        0.1       ]
 [0.         0.         0.         ... 0.         0.         0.09176583]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
30,1.3481926494103715,5.107746959095638,0.11530628906447002,0.2605959622206743,3.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.  0.  0.1 ... 0.1 0.  0.1]
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.  0.  0.  ... 0.  0.  0. ]
 ...
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]
 [0.  0.  0.  ... 0.  0.  0. ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
31,1.0652686149463497,5.4364698572693095,0.20214581409857837,0.471328004770954,1.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.1        0.1        0.1        ... 0.1        0.1        0.        ]
 [0.         0.1        0.         ... 0.         0.         0.        ]
 ...
 [0.04195767 0.0377995  0.1        ... 0.06257946 0.03462021 0.01593665]
 [0.01739561 0.         0.1        ... 0.01021733 0.08383341 0.        ]
 [0.         0.00516073 0.07406869 ... 0.09827449 0.04413585 0.        ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
32,1.3243668802090045,5.178355140230443,0.11399329987299404,0.25940314768644634,3.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1 0.1 0.1 ... 0.1 0.1 0.1]
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.  0.  0.  ... 0.  0.  0. ]
 ...
 [0.1 0.1 0.1 ... 0.1 0.  0. ]
 [0.  0.1 0.1 ... 0.  0.  0. ]
 [0.  0.  0.  ... 0.  0.1 0. ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
33,1.4658642814131622,4.956249410835093,0.10025601770936832,0.22319631827227163,4.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1 0.1 0.  ... 0.  0.  0.1]
 [0.  0.1 0.  ... 0.  0.1 0. ]
 [0.  0.  0.  ... 0.  0.  0. ]
 ...
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.1 0.  0.1 ... 0.  0.1 0. ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
34,1.3827715049963016,5.035013234602106,0.10924640337092964,0.24513620373615042,7.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.0290131  ... 0.         0.07281023 0.        ]
 [0.         0.06493007 0.         ... 0.         0.         0.04961693]
 [0.         0.         0.06144532 ... 0.         0.01710346 0.09975336]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
35,1.4307166117582808,4.957063935471736,0.09303327291395873,0.20713360315190849,2.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.1        0.1        0.         ... 0.         0.         0.09951957]
 [0.         0.         0.         ... 0.         0.09367736 0.08459157]
 [0.         0.         0.03410064 ... 0.00390577 0.03174044 0.04045046]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
36,1.2757008327422583,5.133446459503102,0.13481809831555386,0.3054588520413263,7.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.1        0.         0.1        ... 0.1        0.         0.1       ]
 [0.         0.         0.         ... 0.1        0.         0.        ]
 ...
 [0.0880347  0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.01528202 0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.05645709 0.         0.00054903 ... 0.07218937 0.02691887 0.        ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
37,1.0022675613838163,5.453884636719926,0.19726741744526646,0.46068951980732825,1.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.1        0.1        0.1        ... 0.         0.1        0.1       ]
 [0.         0.1        0.         ... 0.         0.         0.        ]
 ...
 [0.1        0.         0.         ... 0.         0.1        0.        ]
 [0.1        0.         0.         ... 0.02136914 0.1        0.1       ]
 [0.         0.1        0.1        ... 0.01710095 0.04103784 0.09031387]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
38,1.260439742080475,4.9836023076885585,0.13734986489110262,0.30661960912865266,2.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.  0.1 0.  ... 0.  0.  0. ]
 [0.1 0.1 0.1 ... 0.1 0.1 0. ]
 [0.1 0.1 0.1 ... 0.1 0.1 0. ]
 ...
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.  0.  0.  ... 0.  0.  0. ]
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
39,1.0861233451713783,5.3648339404341705,0.18593108552630297,0.43065564736895484,1.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1        0.1        0.         ... 0.1        0.         0.1       ]
 [0.         0.         0.         ... 0.1        0.         0.1       ]
 [0.         0.         0.         ... 0.1        0.         0.1       ]
 ...
 [0.1        0.1        0.         ... 0.1        0.08231536 0.1       ]
 [0.1        0.1        0.         ... 0.1        0.08173889 0.1       ]
 [0.         0.         0.1        ... 0.         0.04415666 0.08369747]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
40,1.0170829708260283,5.640517268554625,0.22053896359291258,0.5237750366184821,1.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.         0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 ...
 [0.06590392 0.1        0.05810358 ... 0.         0.         0.        ]
 [0.04173681 0.1        0.06887855 ... 0.         0.06332669 0.        ]
 [0.08060016 0.         0.         ... 0.         0.04174558 0.        ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
41,1.1916636167036732,5.21936973027231,0.15480950051552814,0.35367685552733735,7.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1        0.1        0.1        ... 0.1        0.         0.1       ]
 [0.1        0.1        0.1        ... 0.1        0.         0.1       ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.         0.00139176 0.         ... 0.06503946 0.         0.        ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
42,1.2427494185663988,5.130768402958616,0.13128520333553584,0.2973767336518713,4.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.1        0.         0.1        ... 0.         0.         0.06863245]
 [0.1        0.         0.1        ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
43,1.2620991549656004,5.330373619514609,0.14252818462983438,0.32906339876787977,2.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.         0.         0.         ... 0.         0.1        0.        ]
 [0.         0.         0.         ... 0.         0.1        0.        ]
 [0.         0.         0.         ... 0.1        0.1        0.        ]
 ...
 [0.00672426 0.08837143 0.00935268 ... 0.04017681 0.04241616 0.        ]
 [0.         0.00511224 0.00780744 ... 0.         0.06999794 0.03503825]
 [0.         0.0984397  0.         ... 0.0589137  0.         0.04163989]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
44,1.2160299666896237,5.20619770168216,0.149170579894717,0.3403639115914358,3.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1        0.1        0.1        ... 0.         0.1        0.1       ]
 [0.1        0.1        0.1        ... 0.1        0.         0.1       ]
 [0.         0.         0.         ... 0.1        0.         0.        ]
 ...
 [0.1        0.1        0.1        ... 0.1        0.01351904 0.1       ]
 [0.1        0.1        0.1        ... 0.1        0.         0.1       ]
 [0.         0.         0.         ... 0.         0.06858672 0.        ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
45,1.25212536329739,5.1894326724542665,0.14218317375943373,0.3238979095452357,5.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.         0.1        0.         ... 0.1        0.1        0.        ]
 [0.         0.1        0.1        ... 0.1        0.1        0.        ]
 [0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 ...
 [0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.1        0.1        0.1        ... 0.1        0.1        0.1       ]
 [0.06046094 0.         0.0178995  ... 0.07778467 0.         0.        ]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
46,1.2792562987096054,5.285025282553247,0.15546682017938027,0.3574055156700747,1.0,1.2758553707564564,28,19.319910049438477,50,50,784,0.pixels,2,"[[0.1 0.1 0.1 ... 0.1 0.1 0.1]
 [0.1 0.1 0.1 ... 0.1 0.1 0.1]
 [0.  0.1 0.  ... 0.  0.  0. ]
 ...
 [0.1 0.  0.1 ... 0.  0.1 0. ]
 [0.1 0.  0.1 ... 0.  0.1 0. ]
 [0.  0.1 0.  ... 0.1 0.  0.1]]",,convnet4,exemplar,nn,0.9701,0.7292,0.1,0.1,1,False
