,cap,dim,rad,mean_cap,center_corr,K,EVD90,PR,P,M,N,layer,seed,model,manifold_type,norm_method,clean_accuracy,adv_accuracy,eps,eps_step,max_iter,random
0,0.523764430859834,7.469212543424463,0.4142144975042695,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
1,0.33916897563544174,9.014595877233079,0.5682626381072491,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
2,0.31685758673147996,9.713190439852939,0.5845245295700887,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
3,0.8188857891690273,6.341989795703287,0.38645370688535574,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
4,0.6203811886726718,6.935542190217812,0.354359063207879,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
5,0.42831528060185087,8.573437747684785,0.600966198855913,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
6,0.30584775260811287,10.180954979050858,0.619608601880405,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
7,0.4733380674117563,7.075204569659714,0.3779251004848442,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
8,0.7694684736345804,7.072975159046818,0.3653439526103585,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
9,0.3912150150850898,8.27916147609891,0.4955854005842641,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
10,0.5232708282835249,7.455357361597262,0.4074667679483568,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
11,0.24953248782767734,10.713333790640926,0.6768343920551988,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
12,0.3785559913999315,8.057605389002168,0.5164124380203992,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
13,0.3048767957992512,10.389371212644484,0.6909006656764509,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
14,0.6453103648776424,6.672023032885751,0.42209994208441204,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
15,0.41111724911847336,8.780432955116199,0.6454198632094515,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
16,0.6391099764225892,6.676135890598621,0.38637424468205295,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
17,0.5737302773474072,7.639546552827106,0.4617039983714773,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
18,0.6272001076921664,6.5247595472841775,0.3958242410274873,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
19,0.5058404154288197,7.621231332504206,0.4490092799928054,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
20,0.5288735609618653,7.705254869715351,0.49398858926936445,0.4579359222684541,0.13139525121572065,11,67,26.2445011138916,50,50,784,0.pixels,10,MNIST_ConvNet,exemplar,lrnc,0.9811,0.2368,0.2,0.2,1,False
