,cap,dim,rad,mean_cap,center_corr,K,EVD90,PR,P,M,N,layer,seed,model,manifold_type,norm_method,clean_accuracy,adv_accuracy,eps,eps_step,max_iter,random
0,1.4625131127669508,5.101060385423912,0.07315341546144706,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
1,1.0790797388607831,5.215251048688608,0.18257850646059315,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
2,0.9582645746403649,5.015796909514853,0.1922755501036682,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
3,1.6538703461281898,5.233323790745377,0.04509526028636874,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
4,2.348307984970541,4.980703969685523,0.043678902286371016,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
5,1.8646285039081243,4.887324299511086,0.04069998949908016,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
6,1.965919564588384,4.964448730338942,0.05202579401730858,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
7,1.3235264692390156,5.029235895966707,0.19068112320566255,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
8,1.6421014151580877,4.848165621226381,0.04708215867796365,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
9,1.4322764515159794,5.151900889424243,0.07576677391567903,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
10,1.4704272870814574,5.030720848780758,0.0532749607530816,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
11,1.4180451537246446,5.0473848838436,0.11825381552281804,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
12,1.9208953802614162,5.135217993051657,0.0713814814590172,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
13,1.1223699246035952,5.153855577677357,0.08580018035290635,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
14,1.7566548539006623,5.152595700177775,0.058508374718774785,1.4969459528060456,0.14439210229990435,11,27,17.758312225341797,50,50,784,0.pixels,4,MNIST_ConvNet,exemplar,ln,0.9796,0.92,0.05,0.05,1,False
