,cap,dim,rad,mean_cap,center_corr,K,EVD90,PR,P,M,N,layer,seed,model,manifold_type,norm_method,clean_accuracy,adv_accuracy,eps,eps_step,max_iter,random
0,1.6104443406857556,5.222452690694824,0.0038835887198383694,1.9693332617022168,0.1371318832708865,11,27,19.26741600036621,50,50,784,0.pixels,5,MNIST_ConvNet,exemplar,lrnc,0.9811,1.0,0.004,0.004,1,False
1,2.1095880759842522,5.0630778035303186,0.00341726569346272,1.9693332617022168,0.1371318832708865,11,27,19.26741600036621,50,50,784,0.pixels,5,MNIST_ConvNet,exemplar,lrnc,0.9811,1.0,0.004,0.004,1,False
2,2.345113576550254,5.141543127200738,0.0039280603057312855,1.9693332617022168,0.1371318832708865,11,27,19.26741600036621,50,50,784,0.pixels,5,MNIST_ConvNet,exemplar,lrnc,0.9811,1.0,0.004,0.004,1,False
3,1.8015615898895103,4.7766061605035794,0.0036608030656874613,1.9693332617022168,0.1371318832708865,11,27,19.26741600036621,50,50,784,0.pixels,5,MNIST_ConvNet,exemplar,lrnc,0.9811,1.0,0.004,0.004,1,False
4,2.0338694326743454,4.814890891042731,0.012019873836084417,1.9693332617022168,0.1371318832708865,11,27,19.26741600036621,50,50,784,0.pixels,5,MNIST_ConvNet,exemplar,lrnc,0.9811,1.0,0.004,0.004,1,False
5,3.6686079508303755,4.769529409512431,0.0030634754370557986,1.9693332617022168,0.1371318832708865,11,27,19.26741600036621,50,50,784,0.pixels,5,MNIST_ConvNet,exemplar,lrnc,0.9811,1.0,0.004,0.004,1,False
6,1.6226297175188484,4.6540952428230575,0.0030516927044049345,1.9693332617022168,0.1371318832708865,11,27,19.26741600036621,50,50,784,0.pixels,5,MNIST_ConvNet,exemplar,lrnc,0.9811,1.0,0.004,0.004,1,False
7,1.5269801586799223,5.089683407813072,0.0031170246397766136,1.9693332617022168,0.1371318832708865,11,27,19.26741600036621,50,50,784,0.pixels,5,MNIST_ConvNet,exemplar,lrnc,0.9811,1.0,0.004,0.004,1,False
8,1.9004323363362094,5.00994463831973,0.004001714477802085,1.9693332617022168,0.1371318832708865,11,27,19.26741600036621,50,50,784,0.pixels,5,MNIST_ConvNet,exemplar,lrnc,0.9811,1.0,0.004,0.004,1,False
9,1.6084293480165859,4.830420707527505,0.004292444548018023,1.9693332617022168,0.1371318832708865,11,27,19.26741600036621,50,50,784,0.pixels,5,MNIST_ConvNet,exemplar,lrnc,0.9811,1.0,0.004,0.004,1,False
