,cap,dim,rad,label,mean_cap,EVD90,PR,P,M,N,layer,seed,model,manifold_type,norm_method,clean_accuracy,adv_accuracy,eps,eps_step,max_iter,random
0,1.2715227798551065,4.907618602248854,0.15082105963518103,7.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
1,1.3623372488509187,4.633939993870826,0.0996560771874105,2.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
2,1.2029777271803566,5.583521318811726,0.21080061601905942,1.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
3,1.3058068711266844,4.880671732391695,0.10123367988308518,0.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
4,1.5622354486791816,5.257096722014003,0.13443528051079978,4.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
5,1.260801401524454,5.154442700766981,0.1849154746596505,1.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
6,1.291058537576167,4.828910813141643,0.12855340308869131,4.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
7,1.2775436168751515,5.252631110828244,0.13277968031488105,9.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
8,1.3789025574094416,5.233738973686727,0.09310677486836096,5.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
9,1.2108250997696566,5.255209677869395,0.12236477197899837,9.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
10,1.2798411289693974,5.0213469750195125,0.10518637308972167,0.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
11,1.2248793508384264,4.844457395376411,0.11460182458172055,6.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
12,1.5422167848800212,5.16002208507524,0.14980703400350984,9.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
13,1.2474437899513895,5.180862702732102,0.10602734855114333,0.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
14,0.9471594241553656,5.326664390975765,0.1685999904053429,1.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
15,1.5376920168869121,5.389829638890655,0.1069161974825538,5.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
16,1.2589282155364168,4.892328298853508,0.1367999888743183,9.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
17,1.21549261009841,5.16958420278121,0.1263882261221702,7.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
18,2.061873412226816,4.756470214940638,0.09705983358693969,3.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
19,0.9583546489326861,5.585726344759225,0.12457632599642851,4.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
20,1.1152637726860148,4.892938178131302,0.12824497413229646,9.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
21,1.428282642352728,5.264247635011726,0.12964879899822043,6.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
22,1.4269590444280216,5.197188265061635,0.12197420817737574,6.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
23,1.1372136769844272,5.260583904902527,0.12730253545312686,5.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
24,1.2706595182553293,5.290118464441801,0.17929266726711784,4.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
25,1.1916979244856536,5.019135372376423,0.0720116016897751,0.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
26,1.6001646409499672,4.941840548420741,0.1411830515586604,7.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
27,1.5632386154891937,5.26579185316622,0.1207465811183014,4.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
28,1.2764737290017063,4.690891948202911,0.10768788713446467,0.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
29,1.2149836477002562,5.071643413989752,0.19915129447880145,1.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
30,1.787469302235536,5.228073669279395,0.11417214406265092,3.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
31,0.7375564164034604,5.6927394706499355,0.19450038339107595,1.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
32,1.6220654802035284,5.20864351766628,0.11366743029034594,3.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
33,2.187856919334615,4.8245541202844615,0.09910968804358634,4.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
34,1.8518511732265184,4.5953657152815435,0.10764916191522463,7.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
35,1.0139600051812996,4.911262455912045,0.09247288313128896,2.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
36,1.6778528945168485,4.951275939433562,0.1358724016741629,7.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
37,1.2513112153816681,5.347994515143387,0.19974841464921506,1.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
38,1.5055274898647444,5.068256371081003,0.13741712026082187,2.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
39,1.017037538255081,5.085272857098736,0.1834840300900642,1.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
40,0.8918878511071169,5.259342713879557,0.2191578427102822,1.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
41,1.3201097091281213,5.269753056874791,0.15445668291294654,7.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
42,1.2292473027057327,4.79193847543086,0.1310983969487273,4.0,1.285019789267812,28,19.321712493896484,50,50,784,0.pixels,0,lenet,exemplar,nn,0.9701,0.7308,0.1,0.1,1,False
